Country,Category,Field,Year,Status,Score Percent
Bulgaria,Equality & Non-Discrimination,Employment (gender identity),2022,Nationally or federally applied,0.011
Croatia,Equality & Non-Discrimination,Employment (gender identity),2022,Nationally or federally applied,0.011
Cyprus,Equality & Non-Discrimination,Employment (gender identity),2022,Not applied,0
Czech Republic,Equality & Non-Discrimination,Employment (gender identity),2022,Nationally or federally applied,0.011
Denmark,Equality & Non-Discrimination,Employment (gender identity),2022,Nationally or federally applied,0.011
Estonia,Equality & Non-Discrimination,Employment (gender identity),2022,Nationally or federally applied,0.011
Finland,Equality & Non-Discrimination,Employment (gender identity),2022,Nationally or federally applied,0.011
France,Equality & Non-Discrimination,Employment (gender identity),2022,Nationally or federally applied,0.011
Georgia,Equality & Non-Discrimination,Employment (gender identity),2022,Nationally or federally applied,0.011
Germany,Equality & Non-Discrimination,Employment (gender identity),2022,Nationally or federally applied,0.011
Greece,Equality & Non-Discrimination,Employment (gender identity),2022,Nationally or federally applied,0.011
Hungary,Equality & Non-Discrimination,Employment (gender identity),2022,Nationally or federally applied,0.011
Iceland,Equality & Non-Discrimination,Employment (gender identity),2022,Nationally or federally applied,0.011
Ireland,Equality & Non-Discrimination,Employment (gender identity),2022,Not applied,0
Italy,Equality & Non-Discrimination,Employment (gender identity),2022,Not applied,0
Kosovo,Equality & Non-Discrimination,Employment (gender identity),2022,Nationally or federally applied,0.011
Latvia,Equality & Non-Discrimination,Employment (gender identity),2022,Not applied,0
Liechtenstein,Equality & Non-Discrimination,Employment (gender identity),2022,Not applied,0
Lithuania,Equality & Non-Discrimination,Employment (gender identity),2022,Not applied,0
Luxembourg,Equality & Non-Discrimination,Employment (gender identity),2022,Nationally or federally applied,0.011
Malta,Equality & Non-Discrimination,Employment (gender identity),2022,Nationally or federally applied,0.011
Moldova,Equality & Non-Discrimination,Employment (gender identity),2022,Not applied,0
Monaco,Equality & Non-Discrimination,Employment (gender identity),2022,Not applied,0
Montenegro,Equality & Non-Discrimination,Employment (gender identity),2022,Nationally or federally applied,0.011
Netherlands,Equality & Non-Discrimination,Employment (gender identity),2022,Nationally or federally applied,0.011
North Macedonia,Equality & Non-Discrimination,Employment (gender identity),2022,Nationally or federally applied,0.011
Norway,Equality & Non-Discrimination,Employment (gender identity),2022,Nationally or federally applied,0.011
Poland,Equality & Non-Discrimination,Employment (gender identity),2022,Nationally or federally applied,0.011
Portugal,Equality & Non-Discrimination,Employment (gender identity),2022,Nationally or federally applied,0.011
Romania,Equality & Non-Discrimination,Employment (gender identity),2022,Not applied,0
Russia,Equality & Non-Discrimination,Employment (gender identity),2022,Not applied,0
San Marino,Equality & Non-Discrimination,Employment (gender identity),2022,Not applied,0
Serbia,Equality & Non-Discrimination,Employment (gender identity),2022,Nationally or federally applied,0.011
Slovakia,Equality & Non-Discrimination,Employment (gender identity),2022,Nationally or federally applied,0.011
Slovenia,Equality & Non-Discrimination,Employment (gender identity),2022,Nationally or federally applied,0.011
Spain,Equality & Non-Discrimination,Employment (gender identity),2022,P,0.011
Sweden,Equality & Non-Discrimination,Employment (gender identity),2022,Nationally or federally applied,0.011
Switzerland,Equality & Non-Discrimination,Employment (gender identity),2022,Nationally or federally applied,0.011
Turkey,Equality & Non-Discrimination,Employment (gender identity),2022,Not applied,0
Ukraine,Equality & Non-Discrimination,Employment (gender identity),2022,Nationally or federally applied,0.011
United Kingdom,Equality & Non-Discrimination,Employment (gender identity),2022,Nationally or federally applied,0.011
Albania,Equality & Non-Discrimination,Employment (gender identity),2023,Nationally or federally applied,0.011
Andorra,Equality & Non-Discrimination,Employment (gender identity),2023,Nationally or federally applied,0.011
Armenia,Equality & Non-Discrimination,Employment (gender identity),2023,Not applied,0
Austria,Equality & Non-Discrimination,Employment (gender identity),2023,Nationally or federally applied,0.011
Azerbaijan,Equality & Non-Discrimination,Employment (gender identity),2023,Not applied,0
Belarus,Equality & Non-Discrimination,Employment (gender identity),2023,Not applied,0
Belgium,Equality & Non-Discrimination,Employment (gender identity),2023,Nationally or federally applied,0.011
Bosnia and Herzegovina,Equality & Non-Discrimination,Employment (gender identity),2023,Nationally or federally applied,0.011
Bulgaria,Equality & Non-Discrimination,Employment (gender identity),2023,Nationally or federally applied,0.011
Croatia,Equality & Non-Discrimination,Employment (gender identity),2023,Nationally or federally applied,0.011
Cyprus,Equality & Non-Discrimination,Employment (gender identity),2023,Not applied,0
Czech Republic,Equality & Non-Discrimination,Employment (gender identity),2023,Nationally or federally applied,0.011
Denmark,Equality & Non-Discrimination,Employment (gender identity),2023,Nationally or federally applied,0.011
Estonia,Equality & Non-Discrimination,Employment (gender identity),2023,Nationally or federally applied,0.011
Finland,Equality & Non-Discrimination,Employment (gender identity),2023,Nationally or federally applied,0.011
France,Equality & Non-Discrimination,Employment (gender identity),2023,Nationally or federally applied,0.011
Georgia,Equality & Non-Discrimination,Employment (gender identity),2023,Nationally or federally applied,0.011
Germany,Equality & Non-Discrimination,Employment (gender identity),2023,Nationally or federally applied,0.011
Greece,Equality & Non-Discrimination,Employment (gender identity),2023,Nationally or federally applied,0.011
Hungary,Equality & Non-Discrimination,Employment (gender identity),2023,Nationally or federally applied,0.011
Iceland,Equality & Non-Discrimination,Employment (gender identity),2023,Nationally or federally applied,0.011
Ireland,Equality & Non-Discrimination,Employment (gender identity),2023,Not applied,0
Italy,Equality & Non-Discrimination,Employment (gender identity),2023,Not applied,0
Kosovo,Equality & Non-Discrimination,Employment (gender identity),2023,Nationally or federally applied,0.011
Latvia,Equality & Non-Discrimination,Employment (gender identity),2023,Not applied,0
Liechtenstein,Equality & Non-Discrimination,Employment (gender identity),2023,Not applied,0
Lithuania,Equality & Non-Discrimination,Employment (gender identity),2023,Not applied,0
Luxembourg,Equality & Non-Discrimination,Employment (gender identity),2023,Nationally or federally applied,0.011
Malta,Equality & Non-Discrimination,Employment (gender identity),2023,Nationally or federally applied,0.011
Moldova,Equality & Non-Discrimination,Employment (gender identity),2023,Nationally or federally applied,0.011
Monaco,Equality & Non-Discrimination,Employment (gender identity),2023,Not applied,0
Montenegro,Equality & Non-Discrimination,Employment (gender identity),2023,Nationally or federally applied,0.011
Netherlands,Equality & Non-Discrimination,Employment (gender identity),2023,Nationally or federally applied,0.011
North Macedonia,Equality & Non-Discrimination,Employment (gender identity),2023,Nationally or federally applied,0.011
Norway,Equality & Non-Discrimination,Employment (gender identity),2023,Nationally or federally applied,0.011
Poland,Equality & Non-Discrimination,Employment (gender identity),2023,Nationally or federally applied,0.011
Portugal,Equality & Non-Discrimination,Employment (gender identity),2023,Nationally or federally applied,0.011
Romania,Equality & Non-Discrimination,Employment (gender identity),2023,Not applied,0
Russia,Equality & Non-Discrimination,Employment (gender identity),2023,Not applied,0
San Marino,Equality & Non-Discrimination,Employment (gender identity),2023,Not applied,0
Serbia,Equality & Non-Discrimination,Employment (gender identity),2023,Nationally or federally applied,0.011
Slovakia,Equality & Non-Discrimination,Employment (gender identity),2023,Nationally or federally applied,0.011
Slovenia,Equality & Non-Discrimination,Employment (gender identity),2023,Nationally or federally applied,0.011
Spain,Equality & Non-Discrimination,Employment (gender identity),2023,Nationally or federally applied,0.011
Sweden,Equality & Non-Discrimination,Employment (gender identity),2023,Nationally or federally applied,0.011
Switzerland,Equality & Non-Discrimination,Employment (gender identity),2023,Nationally or federally applied,0.011
Turkey,Equality & Non-Discrimination,Employment (gender identity),2023,Not applied,0
Ukraine,Equality & Non-Discrimination,Employment (gender identity),2023,Nationally or federally applied,0.011
United Kingdom,Equality & Non-Discrimination,Employment (gender identity),2023,Nationally or federally applied,0.011
Albania,Equality & Non-Discrimination,Employment (sex characteristics),2022,Nationally or federally applied,0.011
Andorra,Equality & Non-Discrimination,Employment (sex characteristics),2022,Not applied,0
Armenia,Equality & Non-Discrimination,Employment (sex characteristics),2022,Not applied,0
Austria,Equality & Non-Discrimination,Employment (sex characteristics),2022,Not applied,0
Azerbaijan,Equality & Non-Discrimination,Employment (sex characteristics),2022,Not applied,0
Belarus,Equality & Non-Discrimination,Employment (sex characteristics),2022,Not applied,0
Belgium,Equality & Non-Discrimination,Employment (sex characteristics),2022,Nationally or federally applied,0.011
Bosnia and Herzegovina,Equality & Non-Discrimination,Employment (sex characteristics),2022,Nationally or federally applied,0.011
Bulgaria,Equality & Non-Discrimination,Employment (sex characteristics),2022,Not applied,0
Croatia,Equality & Non-Discrimination,Employment (sex characteristics),2022,Not applied,0
Cyprus,Equality & Non-Discrimination,Employment (sex characteristics),2022,Not applied,0
Czech Republic,Equality & Non-Discrimination,Employment (sex characteristics),2022,Not applied,0
Denmark,Equality & Non-Discrimination,Employment (sex characteristics),2022,Nationally or federally applied,0.011
Estonia,Equality & Non-Discrimination,Employment (sex characteristics),2022,Not applied,0
Finland,Equality & Non-Discrimination,Employment (sex characteristics),2022,Nationally or federally applied,0.011
France,Equality & Non-Discrimination,Employment (sex characteristics),2022,Not applied,0
Georgia,Equality & Non-Discrimination,Employment (sex characteristics),2022,Not applied,0
Germany,Equality & Non-Discrimination,Employment (sex characteristics),2022,Not applied,0
Greece,Equality & Non-Discrimination,Employment (sex characteristics),2022,Nationally or federally applied,0.011
Hungary,Equality & Non-Discrimination,Employment (sex characteristics),2022,Not applied,0
Iceland,Equality & Non-Discrimination,Employment (sex characteristics),2022,Nationally or federally applied,0.011
Ireland,Equality & Non-Discrimination,Employment (sex characteristics),2022,Not applied,0
